geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
3111,,,sao paulo,SP
3181,,,sao paulo,SP
3146,,,sao paulo,SP
3193,,,sao paulo,SP
3112,,,sao paulo,SP
3150,,,sao paulo,SP
3134,,,sao paulo,SP
3186,,,sao paulo,SP
3168,,,sao paulo,SP
3125,,,sao paulo,SP
3124,,,sao paulo,SP
3184,,,sao paulo,SP
3132,,,sao paulo,SP
3136,,,sao paulo,SP
3156,,,sao paulo,SP
3133,,,sao paulo,SP
3116,,,sao paulo,SP
3131,,,sao paulo,SP
3164,,,sao paulo,SP
3191,,,sao paulo,SP
3189,,,sao paulo,SP
3152,,,sao paulo,SP
3153,,,são paulo,SP
3113,,,sao paulo,SP
3182,,,são paulo,SP
3121,,,sao paulo,SP
3115,,,sao paulo,SP
3175,,,sao paulo,SP
3122,,,sao paulo,SP
3149,,,sao paulo,SP
3171,,,sao paulo,SP
3179,,,sao paulo,SP
3167,,,são paulo,SP
3106,,,são paulo,SP
3190,,,sao paulo,SP
3176,,,sao paulo,SP
3127,,,sao paulo,SP
3120,,,são paulo,SP
3188,,,sao paulo,SP
3169,,,sao paulo,SP
3118,,,sao paulo,SP
3192,,,sao paulo,SP
3185,,,sao paulo,SP
3119,,,sao paulo,SP
3147,,,sao paulo,SP
3138,,,sao paulo,SP
3170,,,sao paulo,SP
3141,,,sao paulo,SP
3158,,,sao paulo,SP
3187,,,sao paulo,SP
3110,,,sao paulo,SP
3195,,,sao paulo,SP
3128,,,sao paulo,SP
3137,,,sao paulo,SP
3126,,,sao paulo,SP
3103,,,sao paulo,SP
3159,,,sao paulo,SP
3129,,,são paulo,SP
3180,,,sao paulo,SP
3102,,,sao paulo,SP
3101,,,sao paulo,SP
3178,,,são paulo,SP
3145,,,sao paulo,SP
3143,,,sao paulo,SP
3104,,,sao paulo,SP
3117,,,sao paulo,SP
3139,,,sao paulo,SP
3154,,,sao paulo,SP
3109,,,sao paulo,SP
3144,,,são paulo,SP
3123,,,sao paulo,SP
3142,,,sao paulo,SP
3155,,,sao paulo,SP
3107,,,são paulo,SP
3163,,,sao paulo,SP
3160,,,são paulo,SP
3172,,,sao paulo,SP
3157,,,sao paulo,SP
3162,,,sao paulo,SP
3177,,,são paulo,SP
3151,,,sao paulo,SP
3140,,,sao paulo,SP
3108,,,sao paulo,SP
3135,,,sao paulo,SP
3173,,,sao paulo,SP
3130,,,sao paulo,SP
3194,,,são paulo,SP
3226,,,sao paulo,SP
3227,,,sao paulo,SP
3280,,,sao paulo,SP
3275,,,sao paulo,SP
3257,,,sao paulo,SP
3250,,,sao paulo,SP
3222,,,sao paulo,SP
3282,,,são paulo,SP
3201,,,sao paulo,SP
3284,,,sao paulo,SP
3205,,,sao paulo,SP
3268,,,sao paulo,SP
3236,,,são paulo,SP
3283,,,sao paulo,SP
3288,,,sao paulo,SP
3276,,,são paulo,SP
3279,,,sao paulo,SP
3251,,,sao paulo,SP
3221,,,são paulo,SP
3210,,,sao paulo,SP
3263,,,são paulo,SP
3220,,,sao paulo,SP
3239,,,são paulo,SP
3238,,,sao paulo,SP
3225,,,sao paulo,SP
3295,,,sao paulo,SP
3262,,,sao paulo,SP
3269,,,sao paulo,SP
3281,,,sao paulo,SP
3202,,,sao paulo,SP
3294,,,sao paulo,SP
3211,,,sao paulo,SP
3265,,,são paulo,SP
3289,,,sao paulo,SP
3270,,,são paulo,SP
3260,,,sao paulo,SP
3208,,,sao paulo,SP
3264,,,sao paulo,SP
3261,,,sao paulo,SP
3203,,,sao paulo,SP
3213,,,sao paulo,SP
3215,,,sao paulo,SP
3254,,,são paulo,SP
3273,,,sao paulo,SP
3255,,,sao paulo,SP
3237,,,são paulo,SP
3241,,,são paulo,SP
3274,,,sao paulo,SP
3214,,,são paulo,SP
3249,,,sao paulo,SP
3224,,,são paulo,SP
3256,,,sao paulo,SP
3286,,,sao paulo,SP
3278,,,sao paulo,SP
3267,,,sao paulo,SP
3277,,,sao paulo,SP
3245,,,sao paulo,SP
3243,,,sao paulo,SP
3206,,,sao paulo,SP
3204,,,sao paulo,SP
3266,,,sao paulo,SP
3209,,,sao paulo,SP
3223,,,são paulo,SP
3242,,,sao paulo,SP
3244,,,sao paulo,SP
3253,,,sao paulo,SP
3287,,,são paulo,SP
3271,,,sao paulo,SP
3216,,,sao paulo,SP
3272,,,sao paulo,SP
3212,,,sao paulo,SP
3240,,,sao paulo,SP
3252,,,sao paulo,SP
3259,,,sao paulo,SP
3258,,,sao paulo,SP
3207,,,sao paulo,SP
3231,,,são paulo,SP
3350,,,sao paulo,SP
3318,,,sao paulo,SP
3343,,,sao paulo,SP
3375,,,sao paulo,SP
3345,,,sao paulo,SP
3355,,,sao paulo,SP
3314,,,sao paulo,SP
3322,,,sao paulo,SP
3313,,,sao paulo,SP
3311,,,são paulo,SP
3351,,,sao paulo,SP
3309,,,sao paulo,SP
3312,,,sao paulo,SP
3344,,,sao paulo,SP
3382,,,sao paulo,SP
3388,,,sao paulo,SP
3310,,,sao paulo,SP
3324,,,sao paulo,SP
3316,,,sao paulo,SP
3362,,,sao paulo,SP
3374,,,sao paulo,SP
3363,,,sao paulo,SP
3317,,,são paulo,SP
3386,,,são paulo,SP
3323,,,sao paulo,SP
3347,,,sao paulo,SP
3335,,,sao paulo,SP
3332,,,sao paulo,SP
3319,,,sao paulo,SP
3383,,,sao paulo,SP
3385,,,sao paulo,SP
3325,,,sao paulo,SP
3336,,,sao paulo,SP
3330,,,são paulo,SP
3304,,,sao paulo,SP
3360,,,sao paulo,SP
3333,,,são paulo,SP
3308,,,sao paulo,SP
3346,,,sao paulo,SP
3337,,,sao paulo,SP
3315,,,são paulo,SP
3376,,,sao paulo,SP
3366,,,sao paulo,SP
3359,,,sao paulo,SP
3303,,,sao paulo,SP
3348,,,sao paulo,SP
3384,,,sao paulo,SP
3356,,,sao paulo,SP
3361,,,sao paulo,SP
3371,,,sao paulo,SP
3334,,,sao paulo,SP
3372,,,sao paulo,SP
3387,,,sao paulo,SP
3379,,,são paulo,SP
3320,,,sao paulo,SP
3331,,,são paulo,SP
3377,,,sao paulo,SP
3378,,,sao paulo,SP
3307,,,sao paulo,SP
3342,,,sao paulo,SP
3340,,,sao paulo,SP
3358,,,sao paulo,SP
3321,,,são paulo,SP
3390,,,sao paulo,SP
3357,,,sao paulo,SP
3349,,,sao paulo,SP
3380,,,sao paulo,SP
3365,,,sao paulo,SP
3370,,,sao paulo,SP
3306,,,sao paulo,SP
3305,,,são paulo,SP
3364,,,sao paulo,SP
3367,,,sao paulo,SP
3381,,,sao paulo,SP
3373,,,sao paulo,SP
3389,,,sao paulo,SP
3302,,,sao paulo,SP
3338,,,sao paulo,SP
3301,,,sao paulo,SP
3423,,,sao paulo,SP
3416,,,sao paulo,SP
3405,,,sao paulo,SP
3475,,,sao paulo,SP
3448,,,sao paulo,SP
3421,,,sao paulo,SP
3442,,,são paulo,SP
3412,,,sao paulo,SP
3477,,,sao paulo,SP
3454,,,sao paulo,SP
3445,,,sao paulo,SP
3460,,,sao paulo,SP
3414,,,sao paulo,SP
3446,,,são paulo,SP
3476,,,sao paulo,SP
3425,,,sao paulo,SP
3428,,,sao paulo,SP
3451,,,sao paulo,SP
3426,,,sao paulo,SP
3436,,,sao paulo,SP
3437,,,sao paulo,SP
3422,,,são paulo,SP
3406,,,sao paulo,SP
3452,,,sao paulo,SP
3479,,,sao paulo,SP
3401,,,sao paulo,SP
3449,,,são paulo,SP
3435,,,sao paulo,SP
3463,,,sao paulo,SP
3455,,,sao paulo,SP
3404,,,sao paulo,SP
3410,,,sao paulo,SP
3472,,,sao paulo,SP
3447,,,são paulo,SP
3470,,,sao paulo,SP
3490,,,sao paulo,SP
3478,,,sao paulo,SP
3456,,,são paulo,SP
3474,,,são paulo,SP
3430,,,sao paulo,SP
3429,,,sao paulo,SP
3461,,,sao paulo,SP
3408,,,são paulo,SP
3438,,,sao paulo,SP
3415,,,sao paulo,SP
3417,,,sao paulo,SP
3407,,,sao paulo,SP
3441,,,sao paulo,SP
3403,,,sao paulo,SP
3411,,,sao paulo,SP
3420,,,sao paulo,SP
3453,,,são paulo,SP
3433,,,sao paulo,SP
3443,,,sao paulo,SP
3462,,,são paulo,SP
3427,,,são paulo,SP
3402,,,sao paulo,SP
3431,,,sao paulo,SP
3413,,,sao paulo,SP
3471,,,sao paulo,SP
3450,,,sao paulo,SP
3432,,,sao paulo,SP
3424,,,sao paulo,SP
3440,,,sao paulo,SP
3434,,,são paulo,SP
3409,,,sao paulo,SP
3480,,,sao paulo,SP
3444,,,são paulo,SP
3572,,,sao paulo,SP
3513,,,sao paulo,SP
3535,,,sao paulo,SP
3564,,,sao paulo,SP
3581,,,sao paulo,SP
3570,,,sao paulo,SP
3518,,,sao paulo,SP
3547,,,sao paulo,SP
3577,,,sao paulo,SP
3527,,,sao paulo,SP
3578,,,sao paulo,SP
3573,,,sao paulo,SP
3548,,,sao paulo,SP
3583,,,sao paulo,SP
3504,,,sao paulo,SP
3552,,,sao paulo,SP
3589,,,sao paulo,SP
3590,,,sao paulo,SP
3508,,,sao paulo,SP
3579,,,sao paulo,SP
3551,,,sao paulo,SP
3502,,,sao paulo,SP
3568,,,sao paulo,SP
3560,,,sao paulo,SP
3556,,,são paulo,SP
3591,,,sao paulo,SP
3524,,,sao paulo,SP
3534,,,são paulo,SP
3562,,,são paulo,SP
3586,,,sao paulo,SP
3563,,,são paulo,SP
3526,,,são paulo,SP
3530,,,sao paulo,SP
3503,,,são paulo,SP
3584,,,são paulo,SP
3541,,,são paulo,SP
3585,,,sao paulo,SP
3532,,,são paulo,SP
3554,,,sao paulo,SP
3567,,,sao paulo,SP
3553,,,sao paulo,SP
3587,,,são paulo,SP
3507,,,sao paulo,SP
3505,,,são paulo,SP
3542,,,sao paulo,SP
3512,,,sao paulo,SP
3531,,,sao paulo,SP
3516,,,sao paulo,SP
3521,,,sao paulo,SP
3561,,,sao paulo,SP
3543,,,sao paulo,SP
3509,,,são paulo,SP
3540,,,são paulo,SP
3514,,,sao paulo,SP
3517,,,sao paulo,SP
3582,,,sao paulo,SP
3566,,,sao paulo,SP
3515,,,sao paulo,SP
3533,,,sao paulo,SP
3510,,,sao paulo,SP
3565,,,sao paulo,SP
3520,,,sao paulo,SP
3550,,,sao paulo,SP
3523,,,sao paulo,SP
3555,,,sao paulo,SP
3557,,,sao paulo,SP
3544,,,sao paulo,SP
3580,,,sao paulo,SP
3588,,,sao paulo,SP
3558,,,sao paulo,SP
3511,,,são paulo,SP
3575,,,sao paulo,SP
3571,,,sao paulo,SP
3576,,,são paulo,SP
3545,,,sao paulo,SP
3525,,,sao paulo,SP
3569,,,sao paulo,SP
3546,,,são paulo,SP
3559,,,sao paulo,SP
3574,,,sao paulo,SP
3506,,,sao paulo,SP
3522,,,sao paulo,SP
3501,,,são paulo,SP
3519,,,sao paulo,SP
3645,,,sao paulo,SP
3665,,,sao paulo,SP
3685,,,sao paulo,SP
3642,,,sao paulo,SP
3678,,,são paulo,SP
3675,,,são paulo,SP
3636,,,são paulo,SP
3616,,,sao paulo,SP
3669,,,são paulo,SP
3692,,,sao paulo,SP
3613,,,sao paulo,SP
3694,,,sao paulo,SP
3663,,,sao paulo,SP
3644,,,sao paulo,SP
3683,,,sao paulo,SP
3647,,,sao paulo,SP
3603,,,sao paulo,SP
3668,,,sao paulo,SP
3674,,,sao paulo,SP
3625,,,sao paulo,SP
3623,,,sao paulo,SP
3641,,,sao paulo,SP
3624,,,sao paulo,SP
3679,,,sao paulo,SP
3654,,,sao paulo,SP
3617,,,sao paulo,SP
3630,,,são paulo,SP
3691,,,sao paulo,SP
3660,,,sao paulo,SP
3632,,,são paulo,SP
3646,,,sao paulo,SP
3658,,,sao paulo,SP
3680,,,sao paulo,SP
3639,,,sao paulo,SP
3605,,,sao paulo,SP
3677,,,sao paulo,SP
3621,,,são paulo,SP
3620,,,sao paulo,SP
3631,,,sao paulo,SP
3693,,,sao paulo,SP
3670,,,sao paulo,SP
3661,,,sao paulo,SP
3643,,,sao paulo,SP
3651,,,são paulo,SP
3673,,,sao paulo,SP
3681,,,sao paulo,SP
3618,,,são paulo,SP
3648,,,sao paulo,SP
3638,,,sao paulo,SP
3662,,,sao paulo,SP
3634,,,são paulo,SP
3609,,,sao paulo,SP
3626,,,sao paulo,SP
3627,,,sao paulo,SP
3690,,,sao paulo,SP
3666,,,sao paulo,SP
3659,,,sao paulo,SP
3671,,,são paulo,SP
3695,,,são paulo,SP
3637,,,sao paulo,SP
3615,,,sao paulo,SP
3667,,,sao paulo,SP
3612,,,sao paulo,SP
3650,,,sao paulo,SP
3688,,,sao paulo,SP
3649,,,sao paulo,SP
3682,,,são paulo,SP
3689,,,sao paulo,SP
3633,,,sao paulo,SP
3622,,,sao paulo,SP
3652,,,sao paulo,SP
3611,,,sao paulo,SP
3619,,,sao paulo,SP
3614,,,sao paulo,SP
3664,,,sao paulo,SP
3635,,,sao paulo,SP
3607,,,são paulo,SP
3640,,,sao paulo,SP
3606,,,sao paulo,SP
3676,,,sao paulo,SP
3602,,,sao paulo,SP
3657,,,são paulo,SP
3610,,,sao paulo,SP
3672,,,sao paulo,SP
3687,,,sao paulo,SP
3608,,,sao paulo,SP
3655,,,sao paulo,SP
3656,,,sao paulo,SP
3604,,,são paulo,SP
3653,,,são paulo,SP
3601,,,sao paulo,SP
3732,,,sao paulo,SP
3757,,,sao paulo,SP
3704,,,sao paulo,SP
3736,,,sao paulo,SP
3707,,,sao paulo,SP
3731,,,são paulo,SP
3729,,,sao paulo,SP
3734,,,sao paulo,SP
3716,,,sao paulo,SP
3758,,,sao paulo,SP
3733,,,sao paulo,SP
3730,,,sao paulo,SP
3756,,,sao paulo,SP
3737,,,sao paulo,SP
3718,,,sao paulo,SP
3712,,,sao paulo,SP
3717,,,sao paulo,SP
3711,,,sao paulo,SP
3713,,,sao paulo,SP
3720,,,sao paulo,SP
3727,,,sao paulo,SP
3759,,,sao paulo,SP
3735,,,sao paulo,SP
3721,,,sao paulo,SP
3726,,,sao paulo,SP
3715,,,sao paulo,SP
3728,,,sao paulo,SP
3755,,,sao paulo,SP
3725,,,sao paulo,SP
3701,,,são paulo,SP
3710,,,sao paulo,SP
3702,,,sao paulo,SP
3738,,,sao paulo,SP
3714,,,sao paulo,SP
3739,,,sao paulo,SP
3703,,,sao paulo,SP
3884,,,sao paulo,SP
3822,,,sao paulo,SP
3807,,,sao paulo,SP
3808,,,são paulo,SP
3891,,,sao paulo,SP
3804,,,sao paulo,SP
3802,,,sao paulo,SP
3873,,,sao paulo,SP
3880,,,sao paulo,SP
3805,,,sao paulo,SP
3821,,,são paulo,SP
3820,,,sao paulo,SP
3872,,,sao paulo,SP
3887,,,sao paulo,SP
3810,,,sao paulo,SP
3817,,,sao paulo,SP
3812,,,sao paulo,SP
3811,,,sao paulo,SP
3818,,,sao paulo,SP
3874,,,sao paulo,SP
3809,,,sao paulo,SP
3801,,,sao paulo,SP
3803,,,sao paulo,SP
3896,,,sao paulo,SP
3814,,,sao paulo,SP
3813,,,sao paulo,SP
3883,,,sao paulo,SP
3882,,,sao paulo,SP
3828,,,sao paulo,SP
3889,,,sao paulo,SP
3819,,,sao paulo,SP
3816,,,sao paulo,SP
3827,,,sao paulo,SP
3893,,,sao paulo,SP
3806,,,sao paulo,SP
3878,,,sao paulo,SP
3877,,,sao paulo,SP
3823,,,sao paulo,SP
3881,,,são paulo,SP
3892,,,sao paulo,SP
3894,,,são paulo,SP
3886,,,sao paulo,SP
3895,,,são paulo,SP
3875,,,sao paulo,SP
3890,,,sao paulo,SP
3888,,,sao paulo,SP
3870,,,sao paulo,SP
3871,,,sao paulo,SP
3876,,,sao paulo,SP
3831,,,são paulo,SP
3840,,,são paulo,SP
3982,,,sao paulo,SP
3949,,,sao paulo,SP
3977,,,são paulo,SP
3923,,,sao paulo,SP
3916,,,sao paulo,SP
3976,,,são paulo,SP
3942,,,são paulo,SP
3973,,,sao paulo,SP
3920,,,sao paulo,SP
3962,,,sao paulo,SP
3924,,,sao paulo,SP
3984,,,sao paulo,SP
3935,,,sao paulo,SP
3948,,,sao paulo,SP
3972,,,sao paulo,SP
3979,,,sao paulo,SP
3910,,,sao paulo,SP
3968,,,sao paulo,SP
3981,,,sao paulo,SP
3966,,,sao paulo,SP
3964,,,sao paulo,SP
3952,,,sao paulo,SP
3946,,,sao paulo,SP
3911,,,sao paulo,SP
3931,,,sao paulo,SP
3929,,,sao paulo,SP
3934,,,sao paulo,SP
3937,,,são paulo,SP
3967,,,sao paulo,SP
3930,,,sao paulo,SP
3928,,,são paulo,SP
3986,,,sao paulo,SP
3951,,,sao paulo,SP
3963,,,sao paulo,SP
3938,,,sao paulo,SP
3936,,,sao paulo,SP
3975,,,sao paulo,SP
3978,,,sao paulo,SP
3933,,,sao paulo,SP
3980,,,são paulo,SP
3944,,,são paulo,SP
3945,,,sao paulo,SP
3907,,,sao paulo,SP
3918,,,são paulo,SP
3908,,,sao paulo,SP
3940,,,sao paulo,SP
3989,,,sao paulo,SP
3983,,,sao paulo,SP
3905,,,são paulo,SP
3965,,,sao paulo,SP
3941,,,sao paulo,SP
3917,,,sao paulo,SP
3922,,,sao paulo,SP
3909,,,sao paulo,SP
3947,,,sao paulo,SP
3921,,,sao paulo,SP
3932,,,sao paulo,SP
3988,,,sao paulo,SP
3926,,,sao paulo,SP
3943,,,sao paulo,SP
3950,,,sao paulo,SP
3925,,,sao paulo,SP
3961,,,são paulo,SP
3901,,,sao paulo,SP
3939,,,sao paulo,SP
3919,,,sao paulo,SP
3912,,,sao paulo,SP
3904,,,sao paulo,SP
3971,,,são paulo,SP
3987,,,sao paulo,SP
3960,,,sao paulo,SP
3927,,,são paulo,SP
3969,,,sao paulo,SP
3970,,,sao paulo,SP
3974,,,sao paulo,SP
3985,,,sao paulo,SP
3953,,,sao paulo,SP
3958,,,sao paulo,SP
3906,,,sao paulo,SP
3959,,,sao paulo,SP
4019,,,sao paulo,SP
4061,,,sao paulo,SP
4086,,,sao paulo,SP
4064,,,sao paulo,SP
4025,,,sao paulo,SP
4004,,,sao paulo,SP
4076,,,sao paulo,SP
4005,,,sao paulo,SP
4002,,,sao paulo,SP
4066,,,sao paulo,SP
4017,,,sao paulo,SP
4026,,,sao paulo,SP
4006,,,sao paulo,SP
4047,,,sao paulo,SP
4079,,,sao paulo,SP
4037,,,sao paulo,SP
4016,,,sao paulo,SP
4042,,,sao paulo,SP
4043,,,sao paulo,SP
4080,,,são paulo,SP
4018,,,sao paulo,SP
4012,,,sao paulo,SP
4041,,,sao paulo,SP
4068,,,sao paulo,SP
4001,,,sao paulo,SP
4090,,,sao paulo,SP
4077,,,sao paulo,SP
4015,,,sao paulo,SP
4081,,,sao paulo,SP
4055,,,sao paulo,SP
4022,,,sao paulo,SP
4011,,,sao paulo,SP
4014,,,sao paulo,SP
4088,,,sao paulo,SP
4007,,,sao paulo,SP
4020,,,sao paulo,SP
4045,,,sao paulo,SP
4023,,,sao paulo,SP
4010,,,sao paulo,SP
4084,,,sao paulo,SP
4040,,,sao paulo,SP
4065,,,sao paulo,SP
4038,,,sao paulo,SP
4030,,,sao paulo,SP
4060,,,sao paulo,SP
4009,,,sao paulo,SP
4021,,,sao paulo,SP
4070,,,são paulo,SP
4071,,,sao paulo,SP
4048,,,são paulo,SP
4029,,,sao paulo,SP
4044,,,sao paulo,SP
4003,,,sao paulo,SP
4078,,,são paulo,SP
4013,,,sao paulo,SP
4051,,,sao paulo,SP
4082,,,são paulo,SP
4089,,,sao paulo,SP
4054,,,sao paulo,SP
4052,,,sao paulo,SP
4028,,,sao paulo,SP
4039,,,sao paulo,SP
4067,,,sao paulo,SP
4059,,,sao paulo,SP
4072,,,sao paulo,SP
4085,,,sao paulo,SP
4094,,,sao paulo,SP
4083,,,sao paulo,SP
4024,,,são paulo,SP
4053,,,sao paulo,SP
4087,,,sao paulo,SP
4008,,,são paulo,SP
4058,,,sao paulo,SP
4050,,,sao paulo,SP
4027,,,sao paulo,SP
4063,,,sao paulo,SP
4046,,,sao paulo,SP
4035,,,sao paulo,SP
4062,,,sao paulo,SP
4057,,,são paulo,SP
4049,,,sao paulo,SP
4031,,,sao paulo,SP
4032,,,sao paulo,SP
4074,,,sao paulo,SP
4069,,,sao paulo,SP
4075,,,sao paulo,SP
4036,,,sao paulo,SP
4097,,,sao paulo,SP
4112,,,sao paulo,SP
4141,,,sao paulo,SP
4145,,,sao paulo,SP
4162,,,são paulo,SP
4124,,,são paulo,SP
4121,,,sao paulo,SP
4143,,,sao paulo,SP
4187,,,sao paulo,SP
4140,,,sao paulo,SP
4120,,,sao paulo,SP
4138,,,sao paulo,SP
4119,,,são paulo,SP
4104,,,são paulo,SP
4122,,,sao paulo,SP
4166,,,sao paulo,SP
4190,,,sao paulo,SP
4111,,,sao paulo,SP
4142,,,sao paulo,SP
4154,,,sao paulo,SP
4109,,,sao paulo,SP
4116,,,sao paulo,SP
4149,,,sao paulo,SP
4159,,,sao paulo,SP
4137,,,sao paulo,SP
4155,,,sao paulo,SP
4195,,,sao paulo,SP
4148,,,sao paulo,SP
4135,,,são paulo,SP
4152,,,sao paulo,SP
4127,,,sao paulo,SP
4128,,,sao paulo,SP
4134,,,sao paulo,SP
4130,,,sao paulo,SP
4177,,,sao paulo,SP
4176,,,sao paulo,SP
4110,,,sao paulo,SP
4146,,,sao paulo,SP
4194,,,sao paulo,SP
4132,,,sao paulo,SP
4150,,,são paulo,SP
4129,,,sao paulo,SP
4101,,,são paulo,SP
4144,,,sao paulo,SP
4115,,,sao paulo,SP
4163,,,sao paulo,SP
4131,,,sao paulo,SP
4157,,,são paulo,SP
4126,,,são paulo,SP
4164,,,sao paulo,SP
4114,,,sao paulo,SP
4153,,,sao paulo,SP
4182,,,sao paulo,SP
4113,,,sao paulo,SP
4125,,,sao paulo,SP
4165,,,sao paulo,SP
4191,,,sao paulo,SP
4106,,,sao paulo,SP
4136,,,sao paulo,SP
4102,,,sao paulo,SP
4161,,,são paulo,SP
4186,,,sao paulo,SP
4181,,,sao paulo,SP
4156,,,sao paulo,SP
4185,,,sao paulo,SP
4108,,,sao paulo,SP
4123,,,sao paulo,SP
4117,,,sao paulo,SP
4171,,,sao paulo,SP
4107,,,sao paulo,SP
4160,,,sao paulo,SP
4105,,,sao paulo,SP
4170,,,sao paulo,SP
4193,,,são paulo,SP
4173,,,sao paulo,SP
4167,,,sao paulo,SP
4133,,,sao paulo,SP
4118,,,sao paulo,SP
4147,,,são paulo,SP
4184,,,sao paulo,SP
4139,,,sao paulo,SP
4180,,,sao paulo,SP
4158,,,sao paulo,SP
4103,,,sao paulo,SP
4174,,,são paulo,SP
4169,,,sao paulo,SP
4183,,,são paulo,SP
4151,,,sao paulo,SP
4168,,,sao paulo,SP
4213,,,sao paulo,SP
4251,,,sao paulo,SP
4250,,,sao paulo,SP
4205,,,são paulo,SP
4225,,,sao paulo,SP
4260,,,são paulo,SP
4256,,,sao paulo,SP
4247,,,sao paulo,SP
4235,,,sao paulo,SP
4214,,,sao paulo,SP
4210,,,são paulo,SP
4244,,,sao paulo,SP
4218,,,sao paulo,SP
4201,,,sao paulo,SP
4243,,,sao paulo,SP
4240,,,sao paulo,SP
4252,,,sao paulo,SP
4220,,,são paulo,SP
4272,,,sao paulo,SP
4297,,,sao paulo,SP
4277,,,sao paulo,SP
4273,,,sao paulo,SP
4222,,,sao paulo,SP
4253,,,sao paulo,SP
4286,,,sao paulo,SP
4249,,,sao paulo,SP
4284,,,sao paulo,SP
4209,,,sao paulo,SP
4293,,,sao paulo,SP
4269,,,sao paulo,SP
4207,,,sao paulo,SP
4288,,,sao paulo,SP
4257,,,sao paulo,SP
4202,,,sao paulo,SP
4276,,,são paulo,SP
4221,,,sao paulo,SP
4262,,,sao paulo,SP
4204,,,sao paulo,SP
4241,,,sao paulo,SP
4217,,,sao paulo,SP
4206,,,sao paulo,SP
4231,,,sao paulo,SP
4278,,,sao paulo,SP
4264,,,sao paulo,SP
4285,,,sao paulo,SP
4258,,,sao paulo,SP
4279,,,sao paulo,SP
4281,,,sao paulo,SP
4211,,,sao paulo,SP
4274,,,sao paulo,SP
4261,,,sao paulo,SP
4292,,,sao paulo,SP
4294,,,são paulo,SP
4275,,,sao paulo,SP
4236,,,sao paulo,SP
4203,,,sao paulo,SP
4255,,,sao paulo,SP
4296,,,sao paulo,SP
4216,,,são paulo,SP
4267,,,sao paulo,SP
4230,,,sao paulo,SP
4291,,,sao paulo,SP
4295,,,sao paulo,SP
4282,,,sao paulo,SP
4270,,,sao paulo,SP
4223,,,sao paulo,SP
4268,,,sao paulo,SP
4208,,,são paulo,SP
4265,,,são paulo,SP
4242,,,são paulo,SP
4263,,,sao paulo,SP
4289,,,sao paulo,SP
4248,,,sao paulo,SP
4280,,,sao paulo,SP
4271,,,sao paulo,SP
4215,,,são paulo,SP
4290,,,sao paulo,SP
4283,,,sao paulo,SP
4232,,,sao paulo,SP
4246,,,sao paulo,SP
4212,,,sao paulo,SP
4224,,,sao paulo,SP
4298,,,sao paulo,SP
4254,,,sao paulo,SP
4266,,,sao paulo,SP
4233,,,sao paulo,SP
4287,,,sao paulo,SP
4229,,,sao paulo,SP
4239,,,sao paulo,SP
4377,,,sao paulo,SP
4369,,,são paulo,SP
4372,,,sao paulo,SP
4324,,,são paulo,SP
4344,,,sao paulo,SP
4311,,,sao paulo,SP
4328,,,sao paulo,SP
4346,,,sao paulo,SP
4350,,,sao paulo,SP
4348,,,sao paulo,SP
4307,,,sao paulo,SP
4356,,,sao paulo,SP
4379,,,sao paulo,SP
4370,,,sao paulo,SP
4363,,,sao paulo,SP
4366,,,sao paulo,SP
4306,,,sao paulo,SP
4302,,,sao paulo,SP
4337,,,sao paulo,SP
4305,,,sao paulo,SP
4332,,,sao paulo,SP
4362,,,sao paulo,SP
4343,,,sao paulo,SP
4364,,,sao paulo,SP
4340,,,sao paulo,SP
4358,,,sao paulo,SP
4321,,,sao paulo,SP
4323,,,sao paulo,SP
4327,,,sao paulo,SP
4317,,,são paulo,SP
4360,,,sao paulo,SP
4361,,,sao paulo,SP
4304,,,sao paulo,SP
4331,,,sao paulo,SP
4342,,,são paulo,SP
4357,,,sao paulo,SP
4326,,,sao paulo,SP
4339,,,sao paulo,SP
4359,,,sao paulo,SP
4313,,,sao paulo,SP
4387,,,sao paulo,SP
4367,,,são paulo,SP
4347,,,sao paulo,SP
4303,,,sao paulo,SP
4310,,,sao paulo,SP
4383,,,sao paulo,SP
4330,,,são paulo,SP
4325,,,sao paulo,SP
4374,,,sao paulo,SP
4349,,,são paulo,SP
4365,,,sao paulo,SP
4334,,,são paulo,SP
4309,,,são paulo,SP
4301,,,sao paulo,SP
4385,,,são paulo,SP
4384,,,sao paulo,SP
4382,,,sao paulo,SP
4355,,,são paulo,SP
4368,,,sao paulo,SP
4316,,,são paulo,SP
4376,,,sao paulo,SP
4312,,,sao paulo,SP
4320,,,sao paulo,SP
4319,,,sao paulo,SP
4381,,,sao paulo,SP
4373,,,são paulo,SP
4386,,,sao paulo,SP
4378,,,sao paulo,SP
4314,,,sao paulo,SP
4371,,,sao paulo,SP
4345,,,sao paulo,SP
4318,,,são paulo,SP
4351,,,são paulo,SP
4375,,,são paulo,SP
4336,,,sao paulo,SP
4335,,,sao paulo,SP
4338,,,sao paulo,SP
4315,,,são paulo,SP
4308,,,sao paulo,SP
4333,,,sao paulo,SP
4458,,,sao paulo,SP
4470,,,sao paulo,SP
4410,,,sao paulo,SP
4474,,,sao paulo,SP
4438,,,sao paulo,SP
4429,,,são paulo,SP
4424,,,sao paulo,SP
4414,,,sao paulo,SP
4473,,,são paulo,SP
4476,,,sao paulo,SP
